date|Channel 1|text
2020-08-16|0.22252093395631475|The channel 1 goes as a steady sine wave
2020-08-17|0.14904226617617364|The channel 1 goes as a steady sine wave
2020-08-18|0.07473009358642403|The channel 1 goes as a steady sine wave
2020-08-19|3.6739403974420594e-16|The channel 1 goes as a steady sine wave
2020-08-20|-0.0747300935864233|The channel 1 goes as a steady sine wave
2020-08-21|-0.14904226617617292|The channel 1 goes as a steady sine wave
2020-08-22|-0.22252093395631403|The channel 1 goes as a steady sine wave
2020-08-23|-0.294755174410905|The channel 1 goes as a steady sine wave
2020-08-24|-0.3653410243663952|The channel 1 goes as a steady sine wave
2020-08-25|-0.4338837391175578|The channel 1 goes as a steady sine wave
2020-08-26|-0.49999999999999917|The channel 1 goes as a steady sine wave
2020-08-27|-0.5633200580636222|The channel 1 goes as a steady sine wave
2020-08-28|-0.6234898018587333|The channel 1 goes as a steady sine wave
2020-08-29|-0.6801727377709187|The channel 1 goes as a steady sine wave
2020-08-30|-0.7330518718298265|The channel 1 goes as a steady sine wave
2020-08-31|-0.7818314824680296|The channel 1 goes as a steady sine wave
2020-09-01|-0.8262387743159944|The channel 1 goes as a steady sine wave
2020-09-02|-0.8660254037844387|The channel 1 goes as a steady sine wave
2020-09-03|-0.9009688679024189|The channel 1 goes as a steady sine wave
2020-09-04|-0.9308737486442039|The channel 1 goes as a steady sine wave
2020-09-05|-0.9555728057861402|The channel 1 goes as a steady sine wave
2020-09-06|-0.9749279121818235|The channel 1 goes as a steady sine wave
2020-09-07|-0.9888308262251286|The channel 1 goes as a steady sine wave
2020-09-08|-0.9972037971811801|The channel 1 goes as a steady sine wave
2020-09-09|-1.0|The channel 1 goes as a steady sine wave
2020-09-10|-0.9972037971811802|The channel 1 goes as a steady sine wave
2020-09-11|-0.9888308262251287|The channel 1 goes as a steady sine wave
2020-09-12|-0.9749279121818237|The channel 1 goes as a steady sine wave
2020-09-13|-0.9555728057861406|The channel 1 goes as a steady sine wave
2020-09-14|-0.9308737486442042|The channel 1 goes as a steady sine wave
2020-09-15|-0.9009688679024194|The channel 1 goes as a steady sine wave
2020-09-16|-0.8660254037844392|The channel 1 goes as a steady sine wave
2020-09-17|-0.8262387743159948|The channel 1 goes as a steady sine wave
2020-09-18|-0.7818314824680301|The channel 1 goes as a steady sine wave
2020-09-19|-0.733051871829827|The channel 1 goes as a steady sine wave
2020-09-20|-0.6801727377709192|The channel 1 goes as a steady sine wave
2020-09-21|-0.6234898018587339|The channel 1 goes as a steady sine wave
2020-09-22|-0.563320058063623|The channel 1 goes as a steady sine wave
2020-09-23|-0.4999999999999999|The channel 1 goes as a steady sine wave
2020-09-24|-0.43388373911755856|The channel 1 goes as a steady sine wave
2020-09-25|-0.365341024366396|The channel 1 goes as a steady sine wave
2020-09-26|-0.2947551744109058|The channel 1 goes as a steady sine wave
2020-09-27|-0.22252093395631486|The channel 1 goes as a steady sine wave
2020-09-28|-0.14904226617617375|The channel 1 goes as a steady sine wave
2020-09-29|-0.07473009358642414|The channel 1 goes as a steady sine wave
2020-09-30|-4.898587196589413e-16|The channel 1 goes as a steady sine wave
2020-10-01|0.07473009358642317|The channel 1 goes as a steady sine wave
2020-10-02|0.14904226617617278|The channel 1 goes as a steady sine wave
2020-10-03|0.22252093395631392|The channel 1 goes as a steady sine wave
2020-10-04|0.29475517441090315|The channel 1 goes as a steady sine wave
2020-10-05|0.36534102436639343|The channel 1 goes as a steady sine wave
2020-10-06|0.4338837391175593|The channel 1 goes as a steady sine wave
2020-10-07|0.5000000000000006|The channel 1 goes as a steady sine wave
2020-10-08|0.5633200580636221|The channel 1 goes as a steady sine wave
2020-10-09|0.6234898018587332|The channel 1 goes as a steady sine wave
2020-10-10|0.6801727377709186|The channel 1 goes as a steady sine wave
2020-10-11|0.7330518718298263|The channel 1 goes as a steady sine wave
2020-10-12|0.7818314824680295|The channel 1 goes as a steady sine wave
2020-10-13|0.8262387743159942|The channel 1 goes as a steady sine wave
2020-10-14|0.8660254037844378|The channel 1 goes as a steady sine wave
2020-10-15|0.9009688679024181|The channel 1 goes as a steady sine wave
2020-10-16|0.9308737486442045|The channel 1 goes as a steady sine wave
2020-10-17|0.9555728057861408|The channel 1 goes as a steady sine wave
2020-10-18|0.9749279121818235|The channel 1 goes as a steady sine wave
2020-10-19|0.9888308262251286|The channel 1 goes as a steady sine wave
2020-10-20|0.9972037971811801|The channel 1 goes as a steady sine wave
2020-10-21|1.0|The channel 1 goes as a steady sine wave
2020-10-22|0.9972037971811802|The channel 1 goes as a steady sine wave
2020-10-23|0.9888308262251289|The channel 1 goes as a steady sine wave
2020-10-24|0.9749279121818237|The channel 1 goes as a steady sine wave
2020-10-25|0.9555728057861411|The channel 1 goes as a steady sine wave
2020-10-26|0.9308737486442049|The channel 1 goes as a steady sine wave
2020-10-27|0.9009688679024186|The channel 1 goes as a steady sine wave
2020-10-28|0.8660254037844384|The channel 1 goes as a steady sine wave
2020-10-29|0.8262387743159949|The channel 1 goes as a steady sine wave
2020-10-30|0.7818314824680301|The channel 1 goes as a steady sine wave
2020-10-31|0.7330518718298271|The channel 1 goes as a steady sine wave
2020-11-01|0.6801727377709194|The channel 1 goes as a steady sine wave
2020-11-02|0.623489801858734|The channel 1 goes as a steady sine wave
2020-11-03|0.563320058063623|The channel 1 goes as a steady sine wave
2020-11-04|0.5000000000000016|The channel 1 goes as a steady sine wave
2020-11-05|0.43388373911756023|The channel 1 goes as a steady sine wave
2020-11-06|0.3653410243663945|The channel 1 goes as a steady sine wave
2020-11-07|0.2947551744109042|The channel 1 goes as a steady sine wave
2020-11-08|0.222520933956315|The channel 1 goes as a steady sine wave
2020-11-09|0.1490422661761739|The channel 1 goes as a steady sine wave
2020-11-10|0.07473009358642427|The channel 1 goes as a steady sine wave
2020-11-11|6.123233995736766e-16|The channel 1 goes as a steady sine wave
2020-11-12|-0.07473009358642305|The channel 1 goes as a steady sine wave
2020-11-13|-0.14904226617617267|The channel 1 goes as a steady sine wave
2020-11-14|-0.2225209339563138|The channel 1 goes as a steady sine wave
2020-11-15|-0.2947551744109014|The channel 1 goes as a steady sine wave
2020-11-16|-0.36534102436639165|The channel 1 goes as a steady sine wave
2020-11-17|-0.43388373911755757|The channel 1 goes as a steady sine wave
2020-11-18|-0.49999999999999895|The channel 1 goes as a steady sine wave
2020-11-19|-0.5633200580636235|The channel 1 goes as a steady sine wave
2020-11-20|-0.6234898018587344|The channel 1 goes as a steady sine wave
2020-11-21|-0.6801727377709198|The channel 1 goes as a steady sine wave
2020-11-22|-0.7330518718298263|The channel 1 goes as a steady sine wave
2020-11-23|-0.7818314824680294|The channel 1 goes as a steady sine wave
2020-11-24|-0.8262387743159941|The channel 1 goes as a steady sine wave
2020-11-25|-0.8660254037844377|The channel 1 goes as a steady sine wave
2020-11-26|-0.900968867902418|The channel 1 goes as a steady sine wave
2020-11-27|-0.9308737486442045|The channel 1 goes as a steady sine wave
2020-11-28|-0.9555728057861407|The channel 1 goes as a steady sine wave
2020-11-29|-0.9749279121818235|The channel 1 goes as a steady sine wave
2020-11-30|-0.9888308262251284|The channel 1 goes as a steady sine wave
2020-12-01|-0.99720379718118|The channel 1 goes as a steady sine wave
2020-12-02|-1.0|The channel 1 goes as a steady sine wave
2020-12-03|-0.9972037971811801|The channel 1 goes as a steady sine wave
2020-12-04|-0.9888308262251285|The channel 1 goes as a steady sine wave
2020-12-05|-0.9749279121818237|The channel 1 goes as a steady sine wave
2020-12-06|-0.9555728057861411|The channel 1 goes as a steady sine wave
2020-12-07|-0.9308737486442049|The channel 1 goes as a steady sine wave
2020-12-08|-0.9009688679024187|The channel 1 goes as a steady sine wave
2020-12-09|-0.8660254037844384|The channel 1 goes as a steady sine wave
2020-12-10|-0.8262387743159949|The channel 1 goes as a steady sine wave
2020-12-11|-0.7818314824680302|The channel 1 goes as a steady sine wave
2020-12-12|-0.7330518718298272|The channel 1 goes as a steady sine wave
2020-12-13|-0.6801727377709208|The channel 1 goes as a steady sine wave
2020-12-14|-0.6234898018587355|The channel 1 goes as a steady sine wave
2020-12-15|-0.5633200580636246|The channel 1 goes as a steady sine wave
2020-12-16|-0.5000000000000001|The channel 1 goes as a steady sine wave
2020-12-17|-0.4338837391175588|The channel 1 goes as a steady sine wave
2020-12-18|-0.36534102436639293|The channel 1 goes as a steady sine wave
2020-12-19|-0.29475517441090265|The channel 1 goes as a steady sine wave
2020-12-20|-0.2225209339563134|The channel 1 goes as a steady sine wave
2020-12-21|-0.149042266176174|The channel 1 goes as a steady sine wave
2020-12-22|-0.07473009358642439|The channel 1 goes as a steady sine wave
2020-12-23|-7.347880794884119e-16|The channel 1 goes as a steady sine wave
2020-12-24|0.07473009358642292|The channel 1 goes as a steady sine wave
2020-12-25|0.14904226617617256|The channel 1 goes as a steady sine wave
2020-12-26|0.22252093395631195|The channel 1 goes as a steady sine wave
2020-12-27|0.29475517441090127|The channel 1 goes as a steady sine wave
2020-12-28|0.36534102436639154|The channel 1 goes as a steady sine wave
2020-12-29|0.43388373911755745|The channel 1 goes as a steady sine wave
2020-12-30|0.49999999999999883|The channel 1 goes as a steady sine wave
2020-12-31|0.5633200580636234|The channel 1 goes as a steady sine wave
2021-01-01|0.6234898018587344|The channel 1 goes as a steady sine wave
2021-01-02|0.6801727377709197|The channel 1 goes as a steady sine wave
2021-01-03|0.7330518718298262|The channel 1 goes as a steady sine wave
2021-01-04|0.7818314824680294|The channel 1 goes as a steady sine wave
2021-01-05|0.8262387743159941|The channel 1 goes as a steady sine wave
2021-01-06|0.8660254037844377|The channel 1 goes as a steady sine wave
2021-01-07|0.900968867902418|The channel 1 goes as a steady sine wave
2021-01-08|0.9308737486442044|The channel 1 goes as a steady sine wave
2021-01-09|0.9555728057861407|The channel 1 goes as a steady sine wave
2021-01-10|0.9749279121818234|The channel 1 goes as a steady sine wave
2021-01-11|0.9888308262251283|The channel 1 goes as a steady sine wave
2021-01-12|0.99720379718118|The channel 1 goes as a steady sine wave
2021-01-13|1.0|The channel 1 goes as a steady sine wave
2021-01-14|0.9972037971811801|The channel 1 goes as a steady sine wave
2021-01-15|0.9888308262251285|The channel 1 goes as a steady sine wave
2021-01-16|0.9749279121818238|The channel 1 goes as a steady sine wave
2021-01-17|0.9555728057861411|The channel 1 goes as a steady sine wave
2021-01-18|0.930873748644205|The channel 1 goes as a steady sine wave
2021-01-19|0.9009688679024187|The channel 1 goes as a steady sine wave
2021-01-20|0.8660254037844385|The channel 1 goes as a steady sine wave
2021-01-21|0.826238774315995|The channel 1 goes as a steady sine wave
2021-01-22|0.7818314824680304|The channel 1 goes as a steady sine wave
2021-01-23|0.7330518718298273|The channel 1 goes as a steady sine wave
2021-01-24|0.6801727377709209|The channel 1 goes as a steady sine wave
2021-01-25|0.6234898018587356|The channel 1 goes as a steady sine wave
2021-01-26|0.5633200580636247|The channel 1 goes as a steady sine wave
2021-01-27|0.5000000000000002|The channel 1 goes as a steady sine wave
2021-01-28|0.4338837391175589|The channel 1 goes as a steady sine wave
2021-01-29|0.36534102436639304|The channel 1 goes as a steady sine wave
2021-01-30|0.29475517441090276|The channel 1 goes as a steady sine wave
2021-01-31|0.2225209339563135|The channel 1 goes as a steady sine wave
2021-02-01|0.1490422661761741|The channel 1 goes as a steady sine wave
2021-02-02|0.07473009358642452|The channel 1 goes as a steady sine wave
2021-02-03|8.572527594031472e-16|The channel 1 goes as a steady sine wave
2021-02-04|-0.07473009358642281|The channel 1 goes as a steady sine wave
2021-02-05|-0.14904226617617242|The channel 1 goes as a steady sine wave
2021-02-06|-0.22252093395631184|The channel 1 goes as a steady sine wave
2021-02-07|-0.2947551744109011|The channel 1 goes as a steady sine wave
2021-02-08|-0.36534102436639143|The channel 1 goes as a steady sine wave
2021-02-09|-0.43388373911755734|The channel 1 goes as a steady sine wave
2021-02-10|-0.4999999999999987|The channel 1 goes as a steady sine wave
2021-02-11|-0.5633200580636233|The channel 1 goes as a steady sine wave
2021-02-12|-0.6234898018587343|The channel 1 goes as a steady sine wave
2021-02-13|-0.6801727377709196|The channel 1 goes as a steady sine wave
2021-02-14|-0.7330518718298261|The channel 1 goes as a steady sine wave
2021-02-15|-0.7818314824680292|The channel 1 goes as a steady sine wave
2021-02-16|-0.826238774315994|The channel 1 goes as a steady sine wave
2021-02-17|-0.8660254037844376|The channel 1 goes as a steady sine wave
2021-02-18|-0.9009688679024179|The channel 1 goes as a steady sine wave
2021-02-19|-0.9308737486442044|The channel 1 goes as a steady sine wave
